id,budget,revenue
9906,50000000,55181129.00  
841,40000000,30925690.00  
4148,35000000,75225693.00  
2207,55000000,65664721.00  
9381,70000000,72108608.00  
20856,45000000,57881056.00  
5955,35000000,29400000.00  
9899,45000000,38058335.00  
9826,45000000,17300889.00  
10858,44000000,13681765.00  
11439,45000000,60222298.00  
9457,45000000,11203026.00  
12412,45000000,9323833.00   
13184,45000000,42487390.00  
2185,40000000,8493890.00   
6639,45000000,4607608.00   
38153,45000000,2154540.00   
58233,45000000,160078586.00 
116977,65000000,73706.00     
68734,44500000,232324128.00 
5503,44000000,368875760.00 
27573,40000000,136000000.00 
819,44000000,165615285.00 
1369,44000000,300400432.00 
10895,2600000,84300000.00  
10935,44000000,3484331.00   
834,50000000,111340801.00 
228066,40000000,34227298.00  
711,43000000,80049764.00  
10027,45000000,50871113.00  
11812,43000000,68696770.00  
37233,42000000,270248367.00 
37950,44000000,48190704.00  
27582,40000000,51070807.00  
64688,42000000,201585328.00 
509,42000000,363889678.00 
7443,45000000,224834564.00 
5966,42000000,171963386.00 
11066,40000000,70100000.00  
136795,43000000,158674180.00 
8095,31115000,71000000.00  
11560,42000000,63781810.00  
2637,32000000,55157539.00  
709,32000000,156167015.00 
49730,42000000,89162162.00  
2749,60000000,56359980.00  
9607,48000000,20915465.00  
1830,42000000,24127895.00  
79,31000000,177394432.00 
54054,40000000,36893721.00  
228967,44000000,12342632.00  
46528,42000000,11087569.00  
27936,33000000,14000000.00  
65,41000000,215000000.00 
9476,65000000,117487473.00 
745,40000000,672806292.00 
49527,42000000,46221189.00  
73937,41000000,7448385.00   
1885,8000000,90815558.00  
168672,40000000,251171807.00 
18240,40000000,317375031.00 
10398,70000000,177841558.00 
165,40000000,332000000.00 
240832,40000000,126546825.00 
216015,40000000,571006128.00 
12279,38000000,197011982.00 
1645,40000000,152266007.00 
11007,40000000,190212113.00 
193756,40000000,149295601.00 
11287,40000000,107458785.00 
259693,40000000,320170008.00 
37799,40000000,224920315.00 
10184,40000000,177259441.00 
4257,45000000,178262620.00 
4234,40000000,161834276.00 
196,40000000,244527583.00 
257091,40000000,111811453.00 
6114,40000000,215862692.00 
24803,40000000,129540499.00 
109410,40000000,95020213.00  
1213,40000000,128798265.00 
100042,40000000,169837010.00 
9036,40000000,120455994.00 
257211,35000000,194564672.00 
323675,40000000,124827316.00 
9361,40000000,75505856.00  
1677,40000000,124731534.00 
187,40000000,158733820.00 
7461,40000000,151161491.00 
16538,41000000,91636986.00  
9889,40000000,141069860.00 
820,40000000,205405498.00 
11565,40000000,138259062.00 
6073,57000000,147845033.00 
16996,20000000,136267476.00 
193610,40000000,196781193.00 
19912,40000000,186167139.00 
296098,40000000,165478348.00 
8007,40000000,91753202.00  
32823,40000000,90029656.00  
4380,50000000,170128460.00 
11551,40000000,54682547.00  
10336,40000000,87840042.00  
11362,35000000,75395048.00  
50348,40000000,85412898.00  
48138,30000000,130786397.00 
1124,40000000,109676311.00 
227159,42000000,107670357.00 
68179,40000000,74597643.00  
1579,40000000,120175290.00 
708,40000000,191185897.00 
34851,40000000,126248813.00 
1586,40000000,92913171.00  
2044,40000000,114830111.00 
9913,43000000,91974818.00  
10761,40000000,84601681.00  
209451,40000000,67347013.00  
11975,40000000,45916769.00  
4970,40000000,141591324.00 
11831,36000000,74000000.00  
440,40000000,41797066.00  
11172,40000000,145896422.00 
39513,40000000,97552050.00  
82687,40000000,41863726.00  
41446,40000000,97138686.00  
8224,40000000,96618699.00  
10537,38000000,34416893.00  
225886,40000000,126069509.00 
10385,40000000,36037909.00  
55779,47000000,157887643.00 
10647,40000000,55707411.00  
11431,30000000,50451307.00  
8850,25000000,48063435.00  
64685,40000000,55247881.00  
38357,40000000,58785180.00  
10060,40000000,46442528.00  
11398,40000000,30199105.00  
1833,40000000,31670620.00  
8970,75000000,29000000.00  
9306,40000000,49627779.00  
11370,40000000,27053815.00  
1921,40000000,65754228.00  
1683,40000000,62771059.00  
203,500000,3000000.00   
11858,40000000,24332324.00  
62835,40000000,60965854.00  
18937,40000000,38172500.00  
13536,40000000,22433915.00  
10718,40000000,46546197.00  
10802,45000000,20350754.00  
1887,40000000,60474340.00  
10461,63600000,19412993.00  
80278,42000000,180274123.00 
12704,55000000,14375181.00  
10315,40000000,46471023.00  
16643,40000000,16872671.00  
2687,40000000,14358033.00  
194,10000000,173921954.00 
8849,60000000,13395939.00  
78698,40000000,24719215.00  
30943,38000000,28121100.00  
9544,40000000,18902015.00  
24418,40000000,28169671.00  
7288,40000000,19322135.00  
10366,45000000,10667893.00  
19898,33000000,20645327.00  
15074,40000000,10959475.00  
1272,50000000,32017803.00  
72358,40000000,22044277.00  
266396,40000000,13644292.00  
9978,40000000,23937870.00  
8271,20000000,117760134.00 
10428,20000000,7563728.00   
110415,39200000,86758912.00  
9495,15000000,94000000.00  
256040,40000000,100000000.00 
24420,39000000,101229792.00 
62214,39000000,35287788.00  
16320,39000000,38869464.00  
8842,39000000,6614280.00   
9531,39000000,75850624.00  
64807,40000000,44907260.00  
12289,80341000,127814609.00 
11529,30000000,180622424.00 
20943,38000000,205298907.00 
9488,38000000,119723358.00 
193,38000000,120000000.00 
44865,3860000,64076736.00  
55787,38000000,114156230.00 
10400,50000000,73956241.00  
1957,38000000,51801187.00  
256961,38000000,107597242.00 
5852,53000000,29700000.00  
622,38000000,58401898.00  
11306,38000000,17380126.00  
12508,57000000,16991902.00  
25793,10000000,47536959.00  
10534,38000000,10300000.00  
1091,15000000,19629760.00  
87421,38000000,98337295.00  
10871,37000000,6482195.00   
13600,55000000,17869048.00  
68722,32000000,28258060.00  
14324,38000000,5410749.00   
14325,40000000,9793496.00   
299687,38000000,109906372.00 
312221,37000000,173567581.00 
23168,37000000,154026136.00 
76494,40000000,79700000.00  
4944,37000000,163720069.00 
10488,37000000,100076342.00 
96721,38000000,90247624.00  
334,37000000,48451803.00  
23742,30000000,55583804.00  
259694,38000000,112343513.00 
62837,37000000,95404397.00  
8966,37000000,392616625.00 
8470,36000000,102244770.00 
11001,65000000,117758500.00 
138832,37000000,269994119.00 
16911,36500000,21834845.00  
2163,36000000,50159144.00  
36670,36000000,160000000.00 
23048,36000000,64572262.00  
227735,36000000,52424533.00  
2155,42000000,32168970.00  
8409,36000000,44350926.00  
222936,37000000,26250020.00  
48171,37000000,96047633.00  
782,36000000,12532777.00  
75531,36000000,3003296.00   
11802,37000000,63800345.00  
18785,35000000,459270619.00 
365222,36000000,156844753.00 
817,33000000,310940086.00 
268,35000000,411348924.00 
943,35000000,321731527.00 
22881,29000000,309208309.00 
10054,35000000,147934180.00 
51540,35000000,117000000.00 
44264,38000000,252276927.00 
350,35000000,326551094.00 
152,35000000,139000000.00 
109431,35000000,173965010.00 
1598,35000000,182300000.00 
8065,35000000,69823199.00  
271718,35000000,140795793.00 
11638,35000000,68915888.00  
409,27000000,231976425.00 
2118,35000000,126216940.00 
11459,35000000,86369815.00  
9348,35000000,113374103.00 
377,1800000,25504513.00  
8843,33000000,104155843.00 
39486,35000000,60251371.00  
1273,34000000,95608995.00  
13920,32000000,52277485.00  
50544,35000000,150483765.00 
325133,35000000,108758521.00 
140823,35000000,112544580.00 
1883,34000000,48169908.00  
89492,35000000,88058786.00  
22949,35000000,92219310.00  
12437,35000000,91353501.00  
2959,35000000,69307224.00  
11648,30000000,58405313.00  
9366,35000000,41954997.00  
1576,33000000,102984862.00 
609,10700000,122200000.00 
13051,35000000,85416905.00  
49530,40000000,173930596.00 
34806,35000000,77477008.00  
49022,35000000,59901913.00  
23479,35000000,35323292.00  
11667,35000000,99423521.00  
423,35000000,120072577.00 
10066,40000000,68766121.00  
2288,27000000,115505027.00 
88794,35000000,84606030.00  
13515,35000000,72436439.00  
11979,35000000,45479110.00  
169,35000000,57120318.00  
8090,35000000,32483410.00  
11622,35000000,40263020.00  
3604,35000000,27107960.00  
9541,35000000,36098382.00  
94348,45000000,30353232.00  
8197,35000000,25105255.00  
336004,8900000,4100000.00   
35019,35000000,93246388.00  
8836,30000000,68369434.00  
14442,31000000,27388767.00  
321741,35000000,50363790.00  
59965,35000000,82087155.00  
14175,35000000,19478106.00  
11918,35000000,25871834.00  
98357,56000000,19701164.00  
10012,35000000,19294901.00  
49526,35000000,31083599.00  
268920,35000000,51680201.00  
9093,35000000,29882645.00  
119283,35000000,46216641.00  
11823,31000000,41512007.00  
35169,35000000,39340177.00  
849,27000000,16519460.00  
4515,35000000,63215872.00  
6575,35000000,18317151.00  
13496,35000000,13678913.00  
18320,35000000,27409889.00  
22787,40000000,12206028.00  
8967,32000000,54674226.00  
144336,35000000,17508518.00  
9616,35000000,11560806.00  
13056,20500000,10089373.00  
14113,35000000,12506188.00  
285783,35000000,61181942.00  
9726,35000000,42064105.00  
20763,35000000,4651977.00   
9280,35000000,16838910.00  
11876,35000000,15000000.00  
22267,38000000,635096.00    
1969,35000000,10496317.00  
198663,34000000,348319861.00 
239573,35000000,14431253.00  
10436,34000000,32255440.00  
1381,35000000,15304890.00  
2162,70000000,11263966.00  
127493,35000000,2106557.00   
12429,41677699,187479518.00 
228205,34000000,63013281.00  
2900,75000000,19598588.00  
192136,35000000,27330000.00  
18254,32000000,40382659.00  
881,40000000,243240178.00 
10877,50000000,79958599.00  
9600,30000000,173959438.00 
71469,30000000,64626786.00  
85446,33000000,140470746.00 
326,33000000,62022014.00  
7220,33000000,54700105.00  
9763,30000000,27610873.00  
72387,30000000,40346186.00  
1892,32350000,572700000.00 
13460,30000000,22211426.00  
8055,32000000,113019290.00 
50647,35000000,24159934.00  
10719,32000000,173398518.00 
9294,32000000,152036382.00 
9353,32000000,80197993.00  
55721,32500000,288383523.00 
109414,32000000,126041322.00 
10307,29000000,50041732.00  
11978,32000000,48814909.00  
22907,32000000,69055695.00  
87567,35000000,21819348.00  
38322,32000000,83615414.00  
45612,32000000,147332697.00 
7305,32000000,36733909.00  
3594,30000000,77566815.00  
157841,33000000,9494789.00   
11519,35000000,31755742.00  
59,32000000,60740827.00  
9335,32000000,85167639.00  
12106,32000000,18552460.00  
11141,28000000,30016165.00  
31867,32000000,18409891.00  
10253,70000000,53587404.00  
124459,30000000,27437881.00  
24662,32000000,3566637.00   
182,32000000,5914908.00   
28,31500000,89460381.00  
38073,32000000,42045846.00  
302156,31500000,14708696.00  
606,31000000,128499205.00 
87502,31000000,161772375.00 
698,34000000,210308099.00 
120467,30000000,174600318.00 
11313,31000000,24185781.00  
6488,31000000,53208180.00  
10559,31000000,68106245.00  
296099,31000000,104384188.00 
8012,30250000,115101622.00 
1574,45000000,306776732.00 
9032,34200000,234801895.00 
2770,30000000,287553595.00 
862,30000000,373554033.00 
1637,30000000,350448145.00 
72570,30000000,196114570.00 
27569,31000000,15134293.00  
10637,30000000,136706683.00 
1669,30000000,199200000.00 
132363,25000000,115922175.00 
9472,20000000,167722310.00 
2907,30000000,191502426.00 
9273,30000000,212385533.00 
9880,37000000,165335153.00 
2925,26000000,116400000.00 
807,33000000,327311859.00 
17654,30000000,210819611.00 
11836,30000000,140161792.00 
322,25000000,156822020.00 
70,30000000,216763646.00 
9535,80000000,176885658.00 
11036,29000000,115603229.00 
6557,30000000,160259319.00 
18126,35000000,155545279.00 
16340,30,103.00       
10333,30000000,74787599.00  
4476,30000000,160638883.00 
22947,25000000,163670000.00 
2755,30000000,105834556.00 
82654,35000000,116980662.00 
59967,30000000,47042000.00  
9598,30000000,254134910.00 
82696,30000000,114281051.00 
9870,30000000,105173115.00 
8292,45000000,92374674.00  
8780,30000000,63833449.00  
10521,30000000,114663461.00 
10762,19000000,69631118.00  
10096,37000000,96455697.00  
59436,30000000,151119219.00 
4133,53000000,83282296.00  
10207,80000000,118880016.00 
172,30000000,70200000.00  
36593,30000000,51132598.00  
707,30000000,152427960.00 
533,30000000,192452832.00 
6023,30000000,156835339.00 
6439,30000000,93772522.00  
4347,30000000,129266061.00 
4105,30000000,45892212.00  
76489,30000000,54819301.00  
3933,40000000,117195061.00 
273481,30000000,84025816.00  
307081,30000000,91709827.00  
16871,30000000,90810892.00  
293863,25000000,65663276.00  
41233,30000000,159291809.00 
9266,25000000,51842679.00  
1262,30000000,53653224.00  
4513,30000000,75505973.00  
22970,30000000,66486080.00  
7278,30000000,84646831.00  
9013,30000000,38413606.00  
865,27000000,38122105.00  
10776,25000000,38748395.00  
50456,30000000,63782078.00  
9823,30000000,51376861.00  
59861,30000000,36160375.00  
133805,30000000,82394288.00  
12763,30000000,34742066.00  
9766,30000000,41480851.00  
12244,30000000,48428063.00  
109421,30000000,63372757.00  
51162,30000000,14460000.00  
10152,19000000,39267515.00  
9452,30000000,29202884.00  
9271,30000000,24048000.00  
48340,30000000,108609310.00 
14846,35000000,22034832.00  
72207,30000000,53909751.00  
16232,30000000,21800302.00  
43539,30000000,51148651.00  
9920,30000000,31070211.00  
8978,30000000,35294470.00  
11702,30000000,19204929.00  
18550,25000000,17193231.00  
43347,30000000,102820008.00 
3489,30000000,16930884.00  
9701,35000000,25224242.00  
2122,40000000,26155781.00  
10658,37000000,37962774.00  
13150,30000000,31148328.00  
9042,30000000,15007991.00  
17813,30000000,15368897.00  
11208,30000000,13001257.00  
58151,17000000,24922237.00  
11400,30000000,30536013.00  
11058,25000000,30114487.00  
14844,23000000,12.00        
57089,30000000,13521829.00  
1947,30000000,18618284.00  
8054,30000000,64352607.00  
46829,30000000,8454301.00   
146238,30000000,62616646.00  
9989,30000000,18195610.00  
9665,18000000,26828365.00  
13967,30000000,35078241.00  
9053,21000000,480314.00    
4512,30000000,14711793.00  
76349,30000000,108348.00    
45610,30000000,2527904.00   
223702,19000000,140752617.00 
254470,29000000,287506194.00 
69,28000000,186438883.00 
4967,30000000,37036004.00  
4912,30000000,33013805.00  
12771,29000000,16930185.00  
323676,29000000,78636257.00  
11249,12000000,24829644.00  
9667,29000000,21126225.00  
812,28000000,504050219.00 
277216,28000000,201634991.00 
87,28000000,333000000.00 
14444,30000000,100491683.00 
2043,60000000,105178561.00 
315664,29000000,48902953.00  
1428,29000000,98185582.00  
562,28000000,140767956.00 
15373,28000000,92380927.00  
318846,28000000,133346506.00 
14292,28000000,64445708.00  
924,28000000,102356381.00 
2018,35000000,94728529.00  
192577,30000000,17137302.00  
9428,21000000,71441250.00  
2832,30000000,90259536.00  
137093,28000000,134402450.00 
699,28000000,195312802.00 
9778,28000000,77516304.00  
8831,27000000,101646581.00 
9398,28000000,60780981.00  
112949,28000000,97594140.00  
10439,28000000,39514713.00  
3638,28000000,92601050.00  
23483,28000000,96188903.00  
62206,28000000,40547440.00  
10577,28000000,33000337.00  
218778,28000000,100654149.00 
4348,28000000,121147947.00 
78,28000000,33139618.00  
11780,28000000,31596911.00  
192102,28000000,52597999.00  
2001,21000000,54926886.00  
11516,35866397,20217080.00  
10025,28000000,38159905.00  
15198,28000000,8888143.00   
23172,28000000,45236543.00  
17834,28000000,8345056.00   
10016,28000000,14010832.00  
10317,28000000,7002261.00   
58431,28000000,16374328.00  
9746,28000000,5684789.00   
13092,27000000,17286299.00  
59859,28000000,60700000.00  
13495,24000000,23321954.00  
254473,28000000,68896829.00  
700,27500000,187500000.00 
4964,30000000,219076518.00 
10024,30000000,95714875.00  
13490,35000000,43650785.00  
15927,8000000,27187653.00  
1259,15000000,49469904.00  
5125,27500000,24748670.00  
174,27000000,96900000.00  
9437,27000000,60527873.00  
525,27000000,115229890.00 
10188,27000000,44352417.00  
245,27000000,129000000.00 
9825,27000000,56870414.00  
186,27000000,56308881.00  
9549,27000000,21500000.00  
61891,30000000,15395087.00  
34584,27000000,20158808.00  
2666,27000000,27200316.00  
13155,25000000,11137801.00  
42807,27000000,76000000.00  
28355,27000000,29000000.00  
8080,27000000,13000000.00  
56288,27000000,85564310.00  
303858,27000000,93282604.00  
1613,28,14.00        
16617,27000000,21148829.00  
8944,25000000,6673422.00   
14560,26000000,183293131.00 
10330,26000000,110230332.00 
6957,26000000,109449237.00 
1934,25000000,289317794.00 
169917,28000000,53181600.00  
951,15000000,201957688.00 
10189,27000000,101624843.00 
9454,26000000,65705772.00  
2055,22000000,68296293.00  
1551,26000000,61489265.00  
5902,22000000,50750000.00  
11460,26000000,57891803.00  
9358,26000000,90426405.00  
134,26000000,71868327.00  
22894,26000000,67918658.00  
134374,25000000,86175291.00  
15028,26000000,38793283.00  
7445,26000000,43318349.00  
17047,26000000,28818995.00  
62838,56000000,142044638.00 
2057,42000000,35402320.00  
70436,26000000,29657751.00  
16784,30000000,14000000.00  
8011,26000000,36800000.00  
36355,25530000,20080020.00  
238615,26000000,30523226.00  
1985,25000000,82466670.00  
615,30000000,611899420.00 
788,25000000,441286195.00 
380,25000000,412800000.00 
13223,33000000,269958228.00 
10523,25100000,29506464.00  
8681,25000000,226830568.00 
239571,26000000,35926213.00  
619,25000000,411006740.00 
424,22000000,321365567.00 
50014,25000000,124272124.00 
162903,28000000,8555008.00   
6466,30000000,114908830.00 
12589,25000000,80936232.00  
7191,25000000,170764026.00 
1497,25000000,78000000.00  
117,25000000,76270454.00  
6977,25000000,171600000.00 
168530,25000000,153997819.00 
634,25000000,281929795.00 
392,25000000,152500343.00 
10327,45000000,124914842.00 
88042,25000000,119772232.00 
41630,25000000,147780440.00 
11969,25000000,56505065.00  
2085,25000000,91036760.00  
794,2800000,60922980.00  
9286,25000000,117719158.00 
77877,25000000,99357138.00  
1265,60000000,137587063.00 
866,25000000,116766556.00 
75174,25000000,77278331.00  
11096,25000000,122644820.00 
8699,26000000,90574188.00  
769,25000000,46836394.00  
10923,28000000,58795814.00  
11283,25000000,122489822.00 
111,25000000,65884703.00  
746,23000000,43984230.00  
77866,25000000,63100000.00  
7345,25000000,77208711.00  
12277,25000000,41604473.00  
9779,25000000,39053061.00  
2140,25000000,64437847.00  
12620,25000000,70442940.00  
14177,25000000,36351350.00  
198185,25000000,38307627.00  
227156,25000000,66980456.00  
11351,17000000,63102666.00  
10030,25000000,59192128.00  
10623,25000000,56489558.00  
590,25000000,41597830.00  
9655,20000000,33889159.00  
1268,25000000,229736344.00 
11237,20000000,70992898.00  
190955,25500000,2415472.00   
5123,25000000,66122026.00  
4518,30000000,82150642.00  
11932,25000000,50671850.00  
11165,25485000,29548291.00  
6116,25000000,100000000.00 
57431,25000000,34942188.00  
278,25000000,28341469.00  
9290,21150000,39438674.00  
11543,27000000,25023434.00  
284536,25000000,39171130.00  
152737,25000000,74188937.00  
13374,25000000,27645491.00  
8976,30000000,42886719.00  
319888,23000000,46152800.00  
9469,25000000,21567853.00  
1909,25000000,22200000.00  
22971,25000000,114977104.00 
34813,25000000,23580000.00  
46261,25000000,36993168.00  
10431,25000000,40452643.00  
8051,25000000,17000000.00  
9352,25000000,20796847.00  
15487,25000000,15431177.00  
22825,30000000,33333531.00  
1831,25000000,24362772.00  
43931,25000000,19829957.00  
10591,25000000,30411183.00  
10861,25000000,51702483.00  
276907,25000000,42972994.00  
65055,28000000,10126458.00  
10397,25,13.00        
200505,25000000,28831145.00  
60309,25000000,15478800.00  
9787,25000000,13411957.00  
293646,25000000,24902723.00  
6978,25000000,11000000.00  
59440,25000000,23057115.00  
1770,28000000,16900000.00  
8988,25000000,11207130.00  
15992,25000000,10719357.00  
17707,25000000,13000000.00  
77883,14000000,85446075.00  
40001,25000000,10070000.00  
64639,25000000,10324441.00  
9903,25000000,11772461.00  
20766,32000000,27635305.00  
24264,25000000,5778353.00   
9067,25000000,4064495.00   
8338,25000000,19844979.00  
168705,25000000,2405420.00   
72113,25000000,27603069.00  
22256,25000000,777423.00    
12404,25000000,2336172.00   
152742,13500000,19255873.00  
11699,25000000,10589102.00  
48034,25000000,48531470.00  
36696,25000000,6500000.00   
109091,25000000,71009334.00  
33157,25000000,3052000.00   
859,14000000,34670720.00  
83770,25000000,8784318.00   
168,24000000,133000000.00 
1246,24000000,155721132.00 
4233,24000000,172363301.00 
174751,25000000,1397284.00   
184098,24000000,70181428.00  
2069,41300000,106371651.00 
1788,8200000,80035402.00  
11635,24000000,87055349.00  
177,24000000,41895491.00  
3600,65000000,40002112.00  
2621,24000000,36609995.00  
10358,24000000,42105111.00  
10313,24000000,68729358.00  
13476,17000000,16980098.00  
10208,24000000,16290976.00  
24961,24000000,21049053.00  
20697,24000000,12372410.00  
20761,24000000,8434146.00   
70868,24000000,30551495.00  
43593,24000000,83188165.00  
40688,24000000,4562146.00   
26672,28000000,669276.00    
41283,24000000,23081726.00  
4935,24000000,234710455.00 
19908,23600000,102391382.00 
10663,23000000,185991646.00 
1891,18000000,538400000.00 
9737,19000000,141407024.00 
37137,23000000,86930411.00  
9532,23000000,53302314.00  
10316,12500000,75993061.00  
2787,23000000,53187659.00  
152601,23000000,47351251.00  
10866,23000000,36642838.00  
227707,25000000,6399.00      
21349,23000000,18653615.00  
70435,23000000,33372606.00  
580,23000000,51881013.00  
20024,23000000,10827816.00  
2453,23000000,7434726.00   
6973,23000000,29541790.00  
22215,23000000,9366227.00   
11632,23000000,16123851.00  
30596,23000000,5837674.00   
3021,25000000,94679598.00  
957,22700000,38119483.00  
256917,22500000,15520023.00  
251,22000000,505000000.00 
544,23000000,369884651.00 
11395,22000000,189833357.00 
14635,20000000,75597042.00  
13680,22000000,147880543.00 
688,24000000,182016617.00 
11090,22000000,84772742.00  
783,22000000,77737889.00  
228194,22000000,88880821.00  
1642,22000000,110627965.00 
10950,22000000,92542418.00  
235260,22000000,67800064.00  
277,22000000,95708457.00  
8999,22000000,57479076.00  
11323,22000000,35424826.00  
11453,22000000,22400154.00  
146239,26000000,51164106.00  
10878,22000000,19351569.00  
82650,22000000,77112176.00  
2294,22000000,33788161.00  
2176,30000000,23619609.00  
270487,22000000,63647656.00  
204082,22000000,43058898.00  
24100,22000000,13555988.00  
5550,22000000,10696210.00  
287948,25000000,72629670.00  
9075,21000000,26193068.00  
11661,22000000,17709155.00  
109513,2000000,14400000.00  
204922,22000000,15447154.00  
38985,22000000,12000000.00  
44113,22000000,9479718.00   
164457,22000000,15400000.00  
4566,25000000,92991835.00  
153158,22000000,24000000.00  
81836,17000000,73244881.00  
10724,18000000,70687344.00  
2196,9000000,46.00        
1499,21000000,42000000.00  
20857,32000000,40222729.00  
82693,21000000,205738714.00 
1646,21000000,41170784.00  
4108,21000000,43928932.00  
8456,20000000,41627431.00  
7341,21000000,17762705.00  
19255,17000000,14899417.00  
10187,21000000,17600000.00  
31005,21000000,10011050.00  
50780,21000000,970816.00    
16363,35000000,69701637.00  
1946,15000000,2856712.00   
85,18000000,389925971.00 
772,18000000,358991681.00 
840,20000000,303788635.00 
9682,38000000,29907685.00  
96,20000000,299965036.00 
10678,20000000,132675402.00 
274,19000000,272742922.00 
8872,20000000,121697323.00 
16290,20000000,117224271.00 
579,20000000,187884007.00 
14405,20000000,149281606.00 
138843,13000000,318000141.00 
11637,32000000,97918663.00  
226486,20000000,100525432.00 
1584,35000000,131282949.00 
9312,18000000,122195920.00 
12153,37000000,113086475.00 
65057,20000000,177243185.00 
76203,20000000,187000000.00 
13497,20000000,57588485.00  
35688,20000000,60072596.00  
162,20000000,53000000.00  
296096,20000000,207945075.00 
1051,1800000,41158757.00  
376659,20000000,183936074.00 
10073,20000000,48548426.00  
16690,20000000,109862682.00 
273895,20000000,66787908.00  
14873,20000000,135680000.00 
8968,20000000,67192859.00  
9963,20000000,84146832.00  
15655,30000000,45554533.00  
21208,20000000,41596251.00  
272878,20000000,43967255.00  
9760,20000000,86865564.00  
314365,20000000,88346473.00  
13279,20000000,27640028.00  
1975,20000000,39143839.00  
33644,20000000,37672350.00  
9895,20000000,41237648.00  
9570,20000000,35841901.00  
27579,20000000,65464324.00  
16052,20000000,60000000.00  
40264,20000000,80547866.00  
1164,25000000,135330182.00 
239678,19800000,41296320.00  
14359,20000000,50907234.00  
3989,32000000,50907422.00  
76617,20000000,47241945.00  
4258,20000000,78378744.00  
20391,20000000,31678778.00  
10139,20000000,54586584.00  
335778,20000000,46069568.00  
9645,35000000,68349884.00  
55465,19000000,35387212.00  
617,20000000,67200000.00  
48289,20000000,45636368.00  
243,30000000,47126295.00  
8848,20000000,64822796.00  
38,20000000,72258126.00  
38303,20000000,32005248.00  
1266,20000000,65569869.00  
107985,20000000,46089287.00  
19901,20000000,51416464.00  
34016,20000000,49779728.00  
59860,20000000,17425000.00  
10069,9000000,27105095.00  
12819,20000000,39300000.00  
9954,20000000,37597471.00  
25132,40000000,28972508.00  
577,20000000,21284514.00  
328387,20000000,83707310.00  
12690,20000000,20211394.00  
539,806948,32000000.00  
13596,20000000,36620508.00  
226857,20000000,34077920.00  
47941,20000000,2297493.00   
526,20000000,18432000.00  
22796,20000000,18253415.00  
2355,20000000,22222308.00  
5915,15000000,56255142.00  
9842,20000000,17807569.00  
61012,20000000,52302796.00  
755,19000000,25836616.00  
9470,20000000,100914445.00 
7979,20000000,73276047.00  
470,20000000,60427839.00  
15644,20000000,16605763.00  
9582,20000000,17432163.00  
22074,20000000,17436509.00  
2428,20000000,15473333.00  
290751,19500000,34854990.00  
13805,25000000,14109284.00  
4597,20000000,22942221.00  
9414,20000000,13801755.00  
63492,20000000,30426096.00  
81796,20000000,32204030.00  
15092,20000000,34560577.00  
15005,20000000,13391174.00  
8198,30000000,27674124.00  
6963,20000000,12482775.00  
15070,20000000,12398628.00  
17134,20000000,17280326.00  
41402,20000000,24145613.00  
146198,20000000,12639297.00  
2639,20000000,10686841.00  
295964,20000000,36606743.00  
11835,20000000,16974459.00  
14396,20000000,10337477.00  
15673,20000000,11341016.00  
42618,8000000,20000000.00  
171274,20000000,11110975.00  
109417,20000000,16549477.00  
13948,20000000,7000000.00   
106747,12000000,15008161.00  
256962,20000000,6420319.00   
48231,15000000,27462041.00  
3509,8700000,7659918.00   
12142,20000000,10442808.00  
23367,20000000,5210988.00   
241239,20000000,12007070.00  
3902,20000000,4001121.00   
77948,20000000,16863583.00  
21755,20000000,5530764.00   
128,26500000,159375308.00 
16608,2000000,5048693.00   
32316,20000000,1675706.00   
7299,20000000,5359645.00   
13405,40000000,7400000.00   
314385,10000000,3727746.00   
10448,20000000,305070.00    
43935,20000000,4634062.00   
44638,20000000,346594.00    
199373,27220000,5496951.00   
581,22000000,424208848.00 
52449,20000000,216197492.00 
12150,19000000,110879513.00 
11247,19000000,70067909.00  
4232,14000000,173046663.00 
694,19000000,44017374.00  
105,19000000,381109762.00 
11377,19000000,40846082.00  
41210,19000000,49830607.00  
12090,18000000,101564935.00 
62630,19100000,5728213.00   
29427,20000000,54956140.00  
129,15000000,274925095.00 
2669,25000000,8613462.00   
13523,19000000,18755936.00  
25195,19000000,29922472.00  
17277,19000000,4750000.00   
50725,19000000,6928068.00   
73191,19000000,2119994.00   
10065,19000000,108047131.00 
2757,19000000,32801173.00  
11683,15000000,46770602.00  
1878,18500000,10680275.00  
23082,18500000,31912793.00  
195589,18000000,268157400.00 
854,23000000,351583407.00 
2280,18000000,151668774.00 
496,18000000,261572744.00 
8835,18000000,141774679.00 
157,18000000,87000000.00  
8643,19000000,144216468.00 
10402,17000000,65535067.00  
218043,16000000,19682924.00  
21301,18000000,65070412.00  
10147,23000000,76488889.00  
816,16500000,67683989.00  
302688,18000000,88923251.00  
60307,21000000,72417394.00  
106,18000000,98235548.00  
279,18000000,51973029.00  
10625,17000000,129042871.00 
5279,19800000,87754044.00  
10013,18000000,41382841.00  
194662,18000000,103215094.00 
160588,18000000,99206215.00  
9829,15000000,76286096.00  
10028,18000000,62646763.00  
790,1000000,21378361.00  
43959,18000000,47088990.00  
10364,18000000,24911670.00  
9610,18000000,100000000.00 
1578,18000000,23000000.00  
25643,18000000,36133014.00  
44115,18000000,35692920.00  
10560,18000000,17200925.00  
333348,17000000,24000000.00  
20483,18000000,16702864.00  
321697,30000000,34441873.00  
38665,18000000,2945600.00   
