id,budget,revenue
9016,140000000,109578115.00 
18162,100000000,68688831.00  
138103,90000000,206172544.00 
257088,105000000,133718711.00 
205775,100000000,93820758.00  
11692,100000000,7103973.00   
22972,100000000,94882889.00  
227973,99000000,246233113.00 
29193,10000000,13835130.00  
1734,98000000,433013274.00 
3131,100000000,193772504.00 
76758,94000000,95311434.00  
9408,85000000,149044513.00 
9890,90000000,102000000.00 
855,92000000,172989651.00 
18,90000000,263920180.00 
37786,100000000,288347692.00 
10501,95000000,76432727.00  
57800,95000000,877244782.00 
150689,95000000,543514353.00 
7980,65000000,93525586.00  
12,94000000,940335536.00 
122,94000000,1118888979.00
121,79000000,926287400.00 
68737,95000000,114178613.00 
1995,115000000,274703340.00 
157353,100000000,103039258.00 
331,93000000,368780809.00 
61791,93000000,482860185.00 
8204,90000000,162839667.00 
47964,92000000,304654182.00 
10733,145000000,25819961.00  
9806,92000000,631442092.00 
1408,98000000,10017322.00  
32657,95000000,226497209.00 
607,90000000,589390539.00 
863,90000000,497366869.00 
44048,100000000,167805466.00 
5175,90000000,347325802.00 
2655,100000000,155464351.00 
22794,100000000,242988466.00 
8355,90000000,886686817.00 
116745,90000000,188133322.00 
4327,92000000,264105545.00 
1422,90000000,289847354.00 
10674,90000000,304320254.00 
7446,92000000,188072649.00 
65754,90000000,232617430.00 
1572,90000000,366101666.00 
10528,90000000,524028679.00 
271969,100000000,94061311.00  
10865,120000000,186053725.00 
2253,75000000,200276000.00 
10661,90000000,201596308.00 
257344,88000000,243637091.00 
644,100000000,235926552.00 
10756,90000000,182290266.00 
686,90000000,171120329.00 
9383,95000000,190213455.00 
179,80000000,162944923.00 
76285,90000000,174578751.00 
1996,95000000,156505388.00 
291805,90000000,334901337.00 
10003,68000000,118063304.00 
1535,92000000,143049560.00 
2067,90000000,60874615.00  
46195,90000000,484635760.00 
2277,100000000,93700000.00  
4477,90000000,140807547.00 
8665,100000000,35168966.00  
9387,20000000,79114085.00  
921,88000000,108539911.00 
49852,90000000,16178959.00  
4464,87000000,148336445.00 
664,92000000,494471524.00 
8358,90000000,429632142.00 
9836,100000000,384335608.00 
2502,75000000,288500217.00 
9772,85000000,315156409.00 
161,85000000,450717150.00 
52451,75000000,132274484.00 
76492,85000000,358375603.00 
4523,85000000,340487652.00 
59961,85000000,208076205.00 
10481,85000000,183611771.00 
59108,75000000,152930623.00 
1581,85000000,194168700.00 
9798,90000000,250649836.00 
22897,85000000,219103655.00 
298,85000000,311312624.00 
7484,85000000,197309027.00 
157350,85000000,288747895.00 
853,68000000,96976270.00  
10159,85000000,80916492.00  
9593,85000000,137298489.00 
1904,85000000,162242962.00 
9615,85000000,158468292.00 
297,90000000,142940100.00 
9884,85000000,78382433.00  
62764,85000000,183018522.00 
22538,60000000,47664559.00  
9341,60000000,74208267.00  
12107,84000000,123307945.00 
9637,84000000,275650703.00 
49049,50000000,41037742.00  
9339,82500000,237681299.00 
16281,8000000,21028755.00  
39691,85000000,112483764.00 
8247,85000000,222231186.00 
11253,85000000,160388063.00 
1949,65000000,84785914.00  
8452,82000000,96085477.00  
310,80000000,484572835.00 
27578,80000000,274470394.00 
954,80000000,457696359.00 
70160,75000000,691210692.00 
45243,80000000,254455986.00 
364,80000000,280000000.00 
7518,80000000,343397247.00 
11544,80000000,145771527.00 
9986,85000000,144000000.00 
8656,75000000,140464664.00 
9291,82000000,190320568.00 
55301,75000000,342695435.00 
109418,80000000,246984278.00 
11665,80000000,230685453.00 
6964,80000000,266728738.00 
11324,80000000,294804195.00 
12193,80000000,163733697.00 
9928,75000000,260696994.00 
754,80000000,245676146.00 
10202,80000000,212874442.00 
4147,80000000,181001478.00 
50546,80000000,214918407.00 
1701,75000000,224012234.00 
13027,80000000,178066569.00 
2289,79000000,173013509.00 
20504,80000000,157107755.00 
9574,80000000,177977226.00 
11618,80000000,91188905.00  
2300,80000000,250200000.00 
10200,80000000,233093859.00 
8834,75000000,136982834.00 
228150,68000000,211817906.00 
6068,70000000,164000000.00 
41515,80000000,201584141.00 
9023,80000000,122563539.00 
38317,80000000,169852759.00 
2157,80000000,136159423.00 
14462,80000000,96105964.00  
159824,80000000,473226958.00 
49948,80000000,90874570.00  
2135,80000000,123729176.00 
9705,102000000,147080413.00 
1656,75000000,142400065.00 
12159,85000000,71485043.00  
4442,88000000,105316267.00 
75,70000000,101371017.00 
19959,80000000,122444772.00 
11973,80000000,34566746.00  
11228,80000000,159212469.00 
77951,80000000,126546518.00 
5491,44000000,21400000.00  
10715,80000000,68514844.00  
10197,80000000,53825515.00  
9562,80000000,19480739.00  
9922,80000000,17626234.00  
9447,90000000,69131860.00  
274854,90000000,146936910.00 
8870,80000000,33463969.00  
9992,86000000,107944236.00 
10077,80000000,5989640.00   
76649,130000000,117831631.00 
453,60000000,313542341.00 
8587,45000000,788241776.00 
72545,79000000,355692760.00 
109451,78000000,248384621.00 
9533,78000000,209196298.00 
2023,100000000,108103450.00 
71880,79000000,149673788.00 
584,76000000,236350661.00 
309809,64000000,97571250.00  
4858,80000000,15071514.00  
17711,76000000,35134820.00  
328111,75000000,875958308.00 
8698,78000000,179265204.00 
93456,76000000,970761885.00 
602,75000000,816969268.00 
330,73000000,229074524.00 
953,75000000,532680671.00 
9693,76000000,69959751.00  
36657,75000000,296339527.00 
8909,75000000,258270008.00 
9802,75000000,335062621.00 
950,80000000,660940780.00 
1824,75000000,196482882.00 
2976,50000000,90450008.00  
11026,80000000,78000586.00  
75656,75000000,117698894.00 
38365,80000000,271430189.00 
594,60000000,219417255.00 
15189,35000000,73034460.00  
11678,75000000,215663859.00 
6538,75000000,119000410.00 
10555,75000000,367275019.00 
1125,70000000,154937680.00 
4551,53000000,95226116.00  
612,70000000,130358911.00 
9567,70000000,85632458.00  
37821,75000000,98159963.00  
203801,75000000,108145109.00 
2539,80000000,55041367.00  
9297,75000000,140175006.00 
3172,75000000,67631903.00  
6520,55000000,127600435.00 
37958,75000000,226904017.00 
2026,52000000,77944725.00  
7450,75000000,36754634.00  
11375,75000000,51142659.00  
9425,75000000,14567883.00  
23685,75000000,5409517.00   
11866,45000000,21009180.00  
9741,75000000,248118121.00 
211672,74000000,1156730962.00
23629,82000000,89792502.00  
8688,73000000,103891409.00 
10153,75000000,13100000.00  
153518,73000000,349779543.00 
8676,70000000,111231041.00 
20829,75000000,61458982.00  
4349,70000000,86658558.00  
9718,72500000,162966177.00 
10808,70000000,176104344.00 
197,72000000,210000000.00 
25,72000000,96889998.00  
35,75000000,527068851.00 
11086,72000000,37317558.00  
10477,94000000,54744738.00  
1997,74500000,62172050.00  
6947,60000000,256697520.00 
3050,71000000,294456605.00 
2675,72000000,408247917.00 
809,150000000,919838758.00 
920,120000000,461983149.00 
4806,70000000,309457509.00 
7451,70000000,277448382.00 
228165,74000000,311594032.00 
3595,80000000,309492681.00 
16869,70000000,319131050.00 
879,70000000,300854823.00 
1573,70000000,240031094.00 
9257,80000000,116643346.00 
1903,68000000,203388341.00 
9697,75000000,42285169.00  
395,70000000,171183863.00 
23398,75000000,443140005.00 
10590,75000000,114660784.00 
117263,70000000,161025640.00 
200,70000000,118000000.00 
44943,70000000,202466756.00 
587,70000000,122919055.00 
57212,66000000,177584879.00 
152760,70000000,154984035.00 
2756,70000000,90000098.00  
33909,70000000,134748021.00 
49017,70000000,215529201.00 
9882,70000000,116672912.00 
2270,70000000,135560026.00 
978,70000000,131457682.00 
44564,70000000,67112664.00  
3132,70000000,65977295.00  
8814,60000000,55987321.00  
8427,70000000,33561137.00  
52520,70000000,160112671.00 
80585,75000000,59418613.00  
10592,70000000,32287044.00  
49021,66000000,57777106.00  
10550,70000000,19924033.00  
11258,70000000,19870567.00  
12610,75000000,13596911.00  
59981,70000000,18662027.00  
201088,70000000,17752940.00  
5137,70000000,57958696.00  
3093,70000000,38629478.00  
107846,50000000,122915111.00 
188207,70000000,61279452.00  
4614,68000000,193000000.00 
24021,68000000,698491347.00 
11371,68000000,71069884.00  
20352,69000000,543513985.00 
11517,60000000,35431113.00  
214756,68000000,217022588.00 
26428,70000000,39041505.00  
9824,68000000,29762011.00  
48988,36000000,83160734.00  
9008,90000000,60289912.00  
300673,80000000,52099090.00  
12113,70000000,113280098.00 
38778,69000000,86387857.00  
72331,69000000,112265139.00 
1844,66000000,212404396.00 
846,66000000,189198313.00 
9703,67000000,25303038.00  
857,70000000,481840909.00 
136797,66000000,203277636.00 
3981,70000000,374111707.00 
425,59000000,383257136.00 
6171,68000000,75715436.00  
72976,65000000,275293450.00 
603,63000000,463517383.00 
568,52000000,355237933.00 
9021,65000000,172855065.00 
82695,61000000,441809770.00 
9489,65000000,250821495.00 
12133,65000000,128107642.00 
9342,95000000,250288523.00 
41733,65000000,211780824.00 
227306,65000000,163442937.00 
5551,65000000,128884132.00 
9350,70000000,255000211.00 
9208,50000000,150270147.00 
4244,65000000,69700000.00  
1852,63000000,162945894.00 
76493,65000000,179379533.00 
345,65000000,162091208.00 
196867,65000000,133821816.00 
256591,50100000,153962963.00 
59962,65000000,156974557.00 
36648,65000000,128905366.00 
1880,4200000,38376497.00  
71679,65000000,240159255.00 
10483,45000000,73762516.00  
11412,65000000,89456761.00  
6795,65000000,64321501.00  
550,63000000,100853753.00 
11170,65000000,43545364.00  
9292,65000000,17218080.00  
100241,65000000,71154592.00  
257,50000000,42093706.00  
9947,43000000,56681566.00  
189,65000000,39407616.00  
12618,64000000,74608570.00  
253412,55000000,203427584.00 
1427,50000000,132180323.00 
818,63000000,296655431.00 
16577,65000000,44091067.00  
329,63000000,920100000.00 
12160,63000000,25052000.00  
9331,62000000,215887717.00 
300168,65000000,121545703.00 
9072,64000000,101595121.00 
3536,62000000,127666415.00 
9087,62000000,107879496.00 
12177,62000000,41819064.00  
12138,62000000,18720175.00  
273248,44000000,155760117.00 
50359,63000000,183953723.00 
1271,65000000,422610419.00 
693,80000000,516642939.00 
14306,60000000,244082376.00 
497,60000000,284600000.00 
9982,150000000,314432665.00 
210577,61000000,369330363.00 
2501,60000000,214034224.00 
710,58000000,352194034.00 
2275,60000000,149705852.00 
37165,60000000,264118201.00 
9837,70000000,218613188.00 
10708,60000000,164433867.00 
136400,61000000,131940411.00 
10992,60000000,93375151.00  
9654,60000000,176070171.00 
2642,60000000,93354918.00  
8916,60000000,171757863.00 
19899,70000000,171844840.00 
2119,60000000,157920733.00 
9641,60000000,129181830.00 
294254,61000000,311256926.00 
38167,60000000,204594016.00 
39514,58000000,71664962.00  
9563,55000000,100230832.00 
547,60000000,186883563.00 
1538,65000000,217764291.00 
9334,60000000,165333180.00 
11128,60000000,74541707.00  
75780,60000000,218340595.00 
8914,60000000,73648228.00  
39538,60000000,137551594.00 
14836,60000000,124596398.00 
8645,60000000,163403799.00 
9509,70000000,130293714.00 
10067,50000000,61112916.00  
9384,60000000,170268750.00 
9279,60000000,129832389.00 
1487,66000000,99318987.00  
9422,70000000,56702901.00  
77174,60000000,107139399.00 
4824,60000000,159330280.00 
9620,60000000,96269812.00  
10199,60000000,50877145.00  
3512,60000000,104324083.00 
137094,60000000,50549107.00  
274479,60000000,101134059.00 
267860,60000000,205754447.00 
8078,70000000,162000000.00 
7485,61000000,95696996.00  
170687,60000000,108255770.00 
6435,75000000,46683377.00  
137106,60000000,469160692.00 
6278,60000000,43061982.00  
82682,60000000,105200903.00 
17610,60000000,62357900.00  
22954,60000000,122233971.00 
16995,60000000,87784194.00  
16558,78146652,60000000.00  
9849,65000000,36850101.00  
5820,60000000,77920346.00  
16866,70000000,104945765.00 
201,60000000,67312826.00  
11775,60000000,119940815.00 
12201,80000000,74901339.00  
11015,60000000,33956608.00  
9932,60000000,55003135.00  
13389,60000000,73174566.00  
17332,60000000,31720158.00  
4958,80000000,39459427.00  
786,60000000,47383689.00  
11679,60000000,71073932.00  
38321,60000000,78309131.00  
14411,60000000,26288320.00  
8413,60000000,26673242.00  
10052,60000000,52322400.00  
9676,50000000,49111202.00  
9664,60000000,17800000.00  
2100,72000000,27642707.00  
10384,90000000,14828081.00  
137321,60000000,30800231.00  
123553,60000000,90565421.00  
11260,60000000,50650079.00  
9009,30000000,25473093.00  
2309,60000000,57490374.00  
8285,60000000,39031337.00  
210860,60000000,30418560.00  
381902,68490000,193677158.00 
13922,80000000,10166502.00  
293660,58000000,783112979.00 
190859,58800000,542307423.00 
257445,58000000,158162788.00 
9007,58000000,102854431.00 
889,83000000,59468275.00  
1370,63000000,189015611.00 
4942,58000000,41299492.00  
24438,58000000,85280250.00  
116741,58000000,44000000.00  
35791,60000000,300228084.00 
72431,58000000,50365377.00  
1813,57000000,152944660.00 
87428,70000000,58058367.00  
8840,57000000,115267375.00 
10589,60000000,61347797.00  
71676,57000000,149217355.00 
1722,57000000,62112895.00  
10022,56000000,113006880.00 
11358,56000000,57223890.00  
13,55000000,677945399.00 
6477,60000000,361366633.00 
1597,55000000,330444045.00 
10530,55000000,346079773.00 
1924,55000000,300218018.00 
9327,54000000,128769345.00 
8488,70000000,368100420.00 
8273,55000000,231449203.00 
109424,55000000,95000000.00  
35056,55000000,152263880.00 
8839,50000000,287928194.00 
156022,55000000,192330738.00 
7303,55000000,154906693.00 
8963,53000000,157387195.00 
1402,55000000,307077295.00 
9315,55000000,223387299.00 
8984,55000000,214015089.00 
795,55000000,198685114.00 
24,30000000,180949000.00 
393,30000000,152159461.00 
9618,55000000,63408614.00  
9374,55000000,149022650.00 
8584,55000000,56932305.00  
2320,55000000,121969216.00 
58224,55000000,187361754.00 
1729,55000000,127906624.00 
175574,55000000,110000000.00 
8077,50000000,159773545.00 
8818,55000000,141047179.00 
8195,55000000,41610884.00  
10586,50000000,75000000.00  
116149,55000000,259207227.00 
80035,68000000,68267862.00  
10632,55000000,34234008.00  
1792,55000000,33828318.00  
72197,60000000,118338361.00 
3580,55000000,113020255.00 
12123,50000000,60209334.00  
9566,55000000,18626419.00  
9833,70000000,154648887.00 
4517,55000000,74237563.00  
8202,62000000,52304001.00  
16072,56000000,12923936.00  
34314,55000000,11466088.00  
145220,50000000,80383290.00  
14623,57000000,28283637.00  
42297,55000000,89519773.00  
802,2000000,9250000.00   
10375,55000000,6416302.00   
36586,54000000,155010032.00 
11321,55000000,168167691.00 
70074,55000000,9489829.00   
242,54000000,136766062.00 
9621,57000000,52034889.00  
1819,54000000,130431368.00 
8536,54000000,190458706.00 
8046,54000000,7266209.00   
1717,55000000,9450897.00   
479,46000000,107196498.00 
9444,53000000,139804348.00 
824,52500000,179213434.00 
11456,75000000,54249294.00  
261023,53000000,98837872.00  
3683,90000000,65900249.00  
22803,53000000,126690726.00 
285923,67000000,25037897.00  
640,52000000,352114312.00 
97630,40000000,132820716.00 
9767,52000000,204999686.00 
11631,52000000,609841637.00 
32856,52000000,216485654.00 
6519,50000000,110803676.00 
8741,52000000,98126565.00  
49520,52000000,75450437.00  
1850,82000000,47434430.00  
524,52000000,116112375.00 
26389,52000000,52826594.00  
2123,51000000,149270999.00 
9907,51000000,72779000.00  
18239,50000000,709827462.00 
808,60000000,484409218.00 
38050,50200000,127869379.00 
8367,48000000,390493908.00 
9390,50000000,273552592.00 
72105,50000000,549368315.00 
2898,50000000,314178011.00 
10312,50000000,202292902.00 
109443,50000000,173649015.00 
2022,50000000,171269535.00 
37686,50000000,260095987.00 
462,52000000,256271286.00 
9919,50000000,177371441.00 
187017,50000000,188441614.00 
628,60000000,223664608.00 
10201,70000000,225990978.00 
302699,50000000,216972543.00 
274167,50000000,242786137.00 
224141,50000000,212902372.00 
388,45000000,184376254.00 
2112,90000000,161626121.00 
10329,50000000,152022101.00 
74465,50000000,120081841.00 
13811,50000000,155446362.00 
6877,50000000,88715192.00  
10320,50000000,161451538.00 
50646,50000000,142851197.00 
8920,50000000,200804534.00 
60308,50000000,110206216.00 
6950,50000000,189859560.00 
225574,50000000,222809600.00 
13836,50000000,106303988.00 
752,54000000,132511035.00 
6038,50000000,88323487.00  
9975,50000000,69834815.00  
11451,50000000,66002004.00  
12103,50000000,100020092.00 
60304,50000000,224803475.00 
2251,50000000,119137784.00 
46529,50000000,144492830.00 
231,50000000,94000000.00  
300671,50000000,69411370.00  
228326,50000000,97437106.00  
9754,45000000,82800000.00  
66,50000000,50068310.00  
4421,50000000,48169156.00  
2649,50000000,109423648.00 
588,50000000,97607453.00  
71552,50000000,234989584.00 
9631,50000000,44547681.00  
216282,50000000,160602194.00 
306,50000000,119208989.00 
928,50000000,41482207.00  
205587,50000000,83719388.00  
1577,45000000,129394835.00 
9801,50000000,40203020.00  
2116,50000000,55495563.00  
9624,50000000,49000000.00  
14199,50000000,69425966.00  
1907,40000000,144056873.00 
4599,50000000,49718611.00  
22832,40000000,60462347.00  
9879,50000000,113309743.00 
38579,50000000,83761844.00  
44603,50000000,105197635.00 
11892,50000000,56714147.00  
9691,50000000,30303072.00  
1248,50000000,82169884.00  
12220,50000000,58900031.00  
72710,44000000,63327201.00  
10782,50000000,42792561.00  
9573,50000000,26199517.00  
4959,50000000,60161391.00  
10061,50000000,42277365.00  
10386,70000000,23159305.00  
421,50000000,34808403.00  
316152,50000000,25035950.00  
11615,50000000,38955598.00  
241554,50000000,71561644.00  
2252,51500000,55112356.00  
11968,50000000,44434439.00  
10047,60000000,66976317.00  
38319,49900000,26121638.00  
69668,50000000,38502340.00  
9770,50000000,10541523.00  
11212,50000000,16671505.00  
10533,50000000,10382407.00  
38363,22000000,24188922.00  
9923,50000000,22944502.00  
11863,50000000,9851610.00   
18501,50000000,40828540.00  
109491,60000000,60052138.00  
329833,50000000,55969000.00  
12634,50000000,6808550.00   
47327,50000000,28931401.00  
15268,50000000,12764201.00  
10796,49000000,72700000.00  
9548,49000000,20423389.00  
18947,50000000,36348784.00  
1900,48000000,207515725.00 
89,48000000,474171806.00 
198184,49000000,104399548.00 
9481,73000000,151493655.00 
4547,48000000,196397415.00 
6415,75000000,108000000.00 
181283,50000000,3324330.00   
9896,48000000,85498534.00  
167,48000000,50315140.00  
1636,48000000,90383208.00  
2148,58000000,25928721.00  
5176,55000000,70016220.00  
260346,48000000,325771424.00 
1389,48000000,77745568.00  
9894,47000000,102825796.00 
8592,47000000,103738726.00 
913,48000000,124305181.00 
11091,48000000,35743308.00  
1368,15000000,125212904.00 
5393,47000000,38085778.00  
9095,47000000,12379402.00  
8874,38000000,299288605.00 
320,46000000,113714830.00 
199,46000000,150000000.00 
20533,47000000,10539000.00  
10684,46000000,100860818.00 
1624,45000000,181000000.00 
325789,25000000,15436808.00  
113464,46000000,5200000.00   
888,46000000,341631208.00 
82675,45000000,376141306.00 
4256,48000000,220673217.00 
1493,45000000,212000000.00 
88751,45000000,101702060.00 
11130,40000000,95149435.00  
9944,45000000,195268056.00 
10731,45000000,117615211.00 
7350,45000000,175372502.00 
9869,45000000,178051587.00 
4379,43000000,154749918.00 
146233,46000000,122126687.00 
2034,45000000,104876233.00 
926,45000000,90683916.00  
4248,45000000,141220678.00 
64328,45000000,165184237.00 
36647,45000000,131183530.00 
7214,30000000,76669806.00  
1537,45000000,94935764.00  
9360,45000000,136885767.00 
6282,45000000,113916474.00 
508,40000000,244931766.00 
9487,120000000,363258859.00 
768,35000000,74558115.00  
2636,45000000,170362582.00 
10478,45000000,53854588.00  
9981,45000000,56070433.00  
7453,50000000,104478416.00 
7737,45000000,148412065.00 
232672,40000000,123494610.00 
17379,45000000,38399961.00  
82525,45000000,82966152.00  
9759,25000000,56422687.00  
9486,40000000,160583018.00 
