date_time	close
2017-11-17 15:35:08	54.3227
2017-11-17 15:40:00	54.3200
2017-11-17 15:45:32	54.1900
2017-11-17 15:50:07	54.1700
2017-11-17 15:55:00	54.1841
2017-11-17 16:00:30	54.2650
2017-11-17 16:05:52	54.2000
2017-11-17 16:10:22	54.1550
2017-11-17 16:15:43	54.1900
2017-11-17 16:20:07	54.2050
2017-11-17 16:25:13	54.2300
2017-11-17 16:30:04	54.2200
2017-11-17 16:35:32	54.2200
2017-11-17 16:40:09	54.2800
2017-11-17 16:45:24	54.2400
2017-11-17 16:50:28	54.1700
2017-11-17 16:55:42	54.1800
